,Date,Case Count,County
0,2020-02-01,3.0,Alameda
1,2020-02-02,3.0,Alameda
2,2020-02-03,3.0,Alameda
3,2020-02-04,3.0,Alameda
4,2020-02-05,3.0,Alameda
5,2020-02-06,3.0,Alameda
6,2020-02-07,3.0,Alameda
7,2020-02-08,3.0,Alameda
8,2020-02-09,4.0,Alameda
9,2020-02-10,4.0,Alameda
10,2020-02-11,4.0,Alameda
11,2020-02-12,4.0,Alameda
12,2020-02-13,4.0,Alameda
13,2020-02-14,4.0,Alameda
14,2020-02-15,5.0,Alameda
15,2020-02-16,5.0,Alameda
16,2020-02-17,6.0,Alameda
17,2020-02-18,6.0,Alameda
18,2020-02-19,6.0,Alameda
19,2020-02-20,7.0,Alameda
20,2020-02-21,9.0,Alameda
21,2020-02-22,10.0,Alameda
22,2020-02-23,11.0,Alameda
23,2020-02-24,13.0,Alameda
24,2020-02-25,13.0,Alameda
25,2020-02-26,13.0,Alameda
26,2020-02-27,13.0,Alameda
27,2020-02-28,14.0,Alameda
28,2020-02-29,16.0,Alameda
29,2020-03-01,20.0,Alameda
30,2020-03-02,21.0,Alameda
31,2020-03-03,24.0,Alameda
32,2020-03-04,30.0,Alameda
33,2020-03-05,34.0,Alameda
34,2020-03-06,39.0,Alameda
35,2020-03-07,41.0,Alameda
36,2020-03-08,46.0,Alameda
37,2020-03-09,71.0,Alameda
38,2020-03-10,99.0,Alameda
39,2020-03-11,120.0,Alameda
40,2020-03-12,152.0,Alameda
41,2020-03-13,177.0,Alameda
42,2020-03-14,196.0,Alameda
43,2020-03-15,215.0,Alameda
44,2020-03-16,262.0,Alameda
45,2020-03-17,291.0,Alameda
46,2020-03-18,323.0,Alameda
47,2020-03-19,351.0,Alameda
48,2020-03-20,387.0,Alameda
49,2020-03-21,408.0,Alameda
50,2020-03-22,432.0,Alameda
51,2020-03-23,471.0,Alameda
52,2020-03-24,502.0,Alameda
53,2020-03-25,534.0,Alameda
54,2020-03-26,555.0,Alameda
55,2020-03-27,595.0,Alameda
56,2020-03-28,614.0,Alameda
57,2020-03-29,641.0,Alameda
58,2020-03-30,675.0,Alameda
59,2020-03-31,715.0,Alameda
60,2020-04-01,783.0,Alameda
61,2020-04-02,809.0,Alameda
62,2020-04-03,860.0,Alameda
63,2020-04-04,896.0,Alameda
64,2020-04-05,919.0,Alameda
65,2020-04-06,961.0,Alameda
66,2020-04-07,991.0,Alameda
67,2020-04-08,1026.0,Alameda
68,2020-04-09,1067.0,Alameda
69,2020-04-10,1117.0,Alameda
70,2020-04-11,1158.0,Alameda
71,2020-04-12,1199.0,Alameda
72,2020-04-13,1242.0,Alameda
73,2020-04-14,1281.0,Alameda
74,2020-04-15,1326.0,Alameda
75,2020-04-16,1376.0,Alameda
76,2020-04-17,1409.0,Alameda
77,2020-04-18,1464.0,Alameda
78,2020-04-19,1489.0,Alameda
79,2020-04-20,1539.0,Alameda
80,2020-04-21,1572.0,Alameda
81,2020-04-22,1602.0,Alameda
82,2020-04-23,1651.0,Alameda
83,2020-04-24,1689.0,Alameda
84,2020-04-25,1720.0,Alameda
85,2020-04-26,1745.0,Alameda
86,2020-04-27,1806.0,Alameda
87,2020-04-28,1866.0,Alameda
88,2020-04-29,1923.0,Alameda
89,2020-04-30,1981.0,Alameda
90,2020-05-01,2041.0,Alameda
91,2020-05-02,2079.0,Alameda
92,2020-05-03,2116.0,Alameda
93,2020-05-04,2172.0,Alameda
94,2020-05-05,2231.0,Alameda
95,2020-05-06,2274.0,Alameda
96,2020-05-07,2312.0,Alameda
97,2020-05-08,2372.0,Alameda
98,2020-05-09,2415.0,Alameda
99,2020-05-10,2458.0,Alameda
100,2020-05-11,2535.0,Alameda
101,2020-05-12,2585.0,Alameda
102,2020-05-13,2648.0,Alameda
103,2020-05-14,2706.0,Alameda
104,2020-05-15,2799.0,Alameda
105,2020-05-16,2833.0,Alameda
106,2020-05-17,2883.0,Alameda
107,2020-05-18,2978.0,Alameda
108,2020-05-19,3050.0,Alameda
109,2020-05-20,3127.0,Alameda
110,2020-05-21,3201.0,Alameda
111,2020-05-22,3266.0,Alameda
112,2020-05-23,3320.0,Alameda
113,2020-05-24,3361.0,Alameda
114,2020-05-25,3434.0,Alameda
115,2020-05-26,3527.0,Alameda
116,2020-05-27,3622.0,Alameda
117,2020-05-28,3705.0,Alameda
118,2020-05-29,3805.0,Alameda
119,2020-05-30,3840.0,Alameda
120,2020-05-31,3866.0,Alameda
121,2020-06-01,3972.0,Alameda
122,2020-06-02,4037.0,Alameda
123,2020-06-03,4113.0,Alameda
124,2020-06-04,4172.0,Alameda
125,2020-06-05,4271.0,Alameda
126,2020-06-06,4322.0,Alameda
127,2020-06-07,4367.0,Alameda
128,2020-06-08,4480.0,Alameda
129,2020-06-09,4560.0,Alameda
130,2020-06-10,4670.0,Alameda
131,2020-06-11,4770.0,Alameda
132,2020-06-12,4900.0,Alameda
133,2020-06-13,4973.0,Alameda
134,2020-06-14,5036.0,Alameda
135,2020-06-15,5181.0,Alameda
136,2020-06-16,5307.0,Alameda
137,2020-06-17,5423.0,Alameda
138,2020-06-18,5546.0,Alameda
139,2020-06-19,5675.0,Alameda
140,2020-06-20,5746.0,Alameda
141,2020-06-21,5808.0,Alameda
142,2020-06-22,6004.0,Alameda
143,2020-06-23,6155.0,Alameda
144,2020-06-24,6336.0,Alameda
145,2020-06-25,6498.0,Alameda
146,2020-06-26,6689.0,Alameda
147,2020-06-27,6775.0,Alameda
148,2020-06-28,6870.0,Alameda
149,2020-06-29,7129.0,Alameda
150,2020-06-30,7339.0,Alameda
151,2020-07-01,7588.0,Alameda
152,2020-07-02,7810.0,Alameda
153,2020-07-03,7936.0,Alameda
154,2020-07-04,8057.0,Alameda
155,2020-07-05,8169.0,Alameda
156,2020-07-06,8421.0,Alameda
157,2020-07-07,8659.0,Alameda
158,2020-07-08,8978.0,Alameda
159,2020-07-09,9270.0,Alameda
160,2020-07-10,9506.0,Alameda
161,2020-07-11,9663.0,Alameda
162,2020-07-12,9765.0,Alameda
163,2020-07-13,10036.0,Alameda
164,2020-07-14,10344.0,Alameda
165,2020-07-15,10686.0,Alameda
166,2020-07-16,10889.0,Alameda
167,2020-07-17,11123.0,Alameda
168,2020-07-18,11263.0,Alameda
169,2020-07-19,11399.0,Alameda
170,2020-07-20,11637.0,Alameda
171,2020-07-21,11892.0,Alameda
172,2020-07-22,12106.0,Alameda
173,2020-07-23,12325.0,Alameda
174,2020-07-24,12564.0,Alameda
175,2020-07-25,12706.0,Alameda
176,2020-07-26,12803.0,Alameda
177,2020-07-27,13041.0,Alameda
178,2020-07-28,13268.0,Alameda
179,2020-07-29,13495.0,Alameda
180,2020-07-30,13714.0,Alameda
181,2020-07-31,13914.0,Alameda
182,2020-08-01,14045.0,Alameda
183,2020-08-02,14157.0,Alameda
184,2020-08-03,14401.0,Alameda
185,2020-08-04,14584.0,Alameda
186,2020-08-05,14801.0,Alameda
187,2020-08-06,15014.0,Alameda
188,2020-08-07,15236.0,Alameda
189,2020-08-08,15345.0,Alameda
190,2020-08-09,15455.0,Alameda
191,2020-08-10,15735.0,Alameda
192,2020-08-11,15977.0,Alameda
193,2020-08-12,16236.0,Alameda
194,2020-08-13,16449.0,Alameda
195,2020-08-14,16724.0,Alameda
196,2020-08-15,16863.0,Alameda
197,2020-08-16,16940.0,Alameda
198,2020-08-17,17230.0,Alameda
199,2020-08-18,17422.0,Alameda
200,2020-08-19,17598.0,Alameda
201,2020-08-20,17757.0,Alameda
202,2020-08-21,17915.0,Alameda
203,2020-08-22,18006.0,Alameda
204,2020-08-23,18100.0,Alameda
205,2020-08-24,18323.0,Alameda
206,2020-08-25,18517.0,Alameda
207,2020-08-26,18674.0,Alameda
208,2020-08-27,18835.0,Alameda
209,2020-08-28,18980.0,Alameda
210,2020-08-29,19063.0,Alameda
211,2020-08-30,19130.0,Alameda
212,2020-08-31,19255.0,Alameda
213,2020-09-01,19399.0,Alameda
214,2020-09-02,19539.0,Alameda
215,2020-09-03,19659.0,Alameda
216,2020-09-04,19762.0,Alameda
217,2020-09-05,19830.0,Alameda
218,2020-09-06,19877.0,Alameda
219,2020-09-07,19935.0,Alameda
220,2020-09-08,20057.0,Alameda
221,2020-09-09,20165.0,Alameda
222,2020-09-10,20244.0,Alameda
223,2020-09-11,20318.0,Alameda
224,2020-09-12,20373.0,Alameda
225,2020-09-13,20432.0,Alameda
226,2020-09-14,20538.0,Alameda
227,2020-09-15,20665.0,Alameda
228,2020-09-16,20772.0,Alameda
229,2020-09-17,20869.0,Alameda
230,2020-09-18,20967.0,Alameda
231,2020-09-19,21032.0,Alameda
232,2020-09-20,21083.0,Alameda
233,2020-09-21,21183.0,Alameda
234,2020-09-22,21262.0,Alameda
235,2020-09-23,21342.0,Alameda
236,2020-09-24,21410.0,Alameda
237,2020-09-25,21485.0,Alameda
238,2020-09-26,21539.0,Alameda
239,2020-09-27,21597.0,Alameda
240,2020-09-28,21677.0,Alameda
241,2020-09-29,21763.0,Alameda
242,2020-09-30,21840.0,Alameda
243,2020-10-01,21918.0,Alameda
244,2020-10-02,21978.0,Alameda
245,2020-10-03,22033.0,Alameda
246,2020-10-04,22079.0,Alameda
247,2020-10-05,22175.0,Alameda
248,2020-10-06,22263.0,Alameda
249,2020-10-07,22354.0,Alameda
250,2020-10-08,22431.0,Alameda
251,2020-10-09,22512.0,Alameda
252,2020-10-10,22560.0,Alameda
253,2020-10-11,22610.0,Alameda
254,2020-10-12,22700.0,Alameda
255,2020-10-13,22780.0,Alameda
256,2020-10-14,22884.0,Alameda
257,2020-10-15,22982.0,Alameda
258,2020-10-16,23050.0,Alameda
259,2020-10-17,23104.0,Alameda
260,2020-10-18,23150.0,Alameda
261,2020-10-19,23254.0,Alameda
262,2020-10-20,23365.0,Alameda
263,2020-10-21,23468.0,Alameda
264,2020-10-22,23556.0,Alameda
265,2020-10-23,23659.0,Alameda
266,2020-10-24,23731.0,Alameda
267,2020-10-25,23801.0,Alameda
268,2020-10-26,23907.0,Alameda
269,2020-10-27,24019.0,Alameda
270,2020-10-28,24131.0,Alameda
271,2020-10-29,24231.0,Alameda
272,2020-10-30,24394.0,Alameda
273,2020-10-31,24473.0,Alameda
274,2020-11-01,24588.0,Alameda
275,2020-11-02,24750.0,Alameda
276,2020-11-03,24946.0,Alameda
277,2020-11-04,25130.0,Alameda
278,2020-11-05,25308.0,Alameda
279,2020-11-06,25486.0,Alameda
280,2020-11-07,25618.0,Alameda
281,2020-11-08,25728.0,Alameda
282,2020-11-09,25956.0,Alameda
283,2020-11-10,26205.0,Alameda
284,2020-11-11,26435.0,Alameda
285,2020-11-12,26677.0,Alameda
286,2020-11-13,26944.0,Alameda
287,2020-11-14,27160.0,Alameda
288,2020-11-15,27426.0,Alameda
289,2020-11-16,27746.0,Alameda
290,2020-11-17,28093.0,Alameda
291,2020-11-18,28417.0,Alameda
292,2020-11-19,28679.0,Alameda
293,2020-11-20,29024.0,Alameda
294,2020-11-21,29236.0,Alameda
295,2020-11-22,29421.0,Alameda
296,2020-11-23,29855.0,Alameda
297,2020-11-24,30268.0,Alameda
298,2020-11-25,30746.0,Alameda
299,2020-11-26,30962.0,Alameda
300,2020-11-27,31374.0,Alameda
301,2020-11-28,31812.0,Alameda
302,2020-11-29,32121.0,Alameda
303,2020-11-30,32906.0,Alameda
304,2020-12-01,33721.0,Alameda
305,2020-12-02,34407.0,Alameda
306,2020-12-03,35030.0,Alameda
307,2020-12-04,35789.0,Alameda
308,2020-12-05,36339.0,Alameda
309,2020-12-06,36697.0,Alameda
310,2020-12-07,37671.0,Alameda
311,2020-12-08,38534.0,Alameda
312,2020-12-09,39430.0,Alameda
313,2020-12-10,40273.0,Alameda
314,2020-12-11,41043.0,Alameda
315,2020-12-12,41611.0,Alameda
316,2020-12-13,42046.0,Alameda
317,2020-12-14,43238.0,Alameda
318,2020-12-15,44131.0,Alameda
319,2020-12-16,44988.0,Alameda
320,2020-12-17,45842.0,Alameda
321,2020-12-18,46643.0,Alameda
322,2020-12-19,47180.0,Alameda
323,2020-12-20,47623.0,Alameda
324,2020-12-21,48506.0,Alameda
325,2020-12-22,49405.0,Alameda
326,2020-12-23,50292.0,Alameda
327,2020-12-24,50859.0,Alameda
328,2020-12-25,51196.0,Alameda
329,2020-12-26,51757.0,Alameda
330,2020-12-27,52367.0,Alameda
331,2020-12-28,53607.0,Alameda
332,2020-12-29,54643.0,Alameda
333,2020-12-30,55704.0,Alameda
334,2020-12-31,56467.0,Alameda
335,2021-01-01,57005.0,Alameda
336,2021-01-02,57663.0,Alameda
337,2021-01-03,58289.0,Alameda
338,2021-01-04,59530.0,Alameda
339,2021-01-05,60764.0,Alameda
340,2021-01-06,61881.0,Alameda
341,2021-01-07,62726.0,Alameda
342,2021-01-08,63637.0,Alameda
343,2021-01-09,64182.0,Alameda
344,2021-01-10,64687.0,Alameda
345,2021-01-11,65669.0,Alameda
346,2021-01-12,66528.0,Alameda
347,2021-01-13,67346.0,Alameda
348,2021-01-14,68098.0,Alameda
349,2021-01-15,68749.0,Alameda
350,2021-01-16,69191.0,Alameda
351,2021-01-17,69516.0,Alameda
352,2021-01-18,70091.0,Alameda
353,2021-01-19,70734.0,Alameda
354,2021-01-20,71382.0,Alameda
355,2021-01-21,71871.0,Alameda
356,2021-01-22,72302.0,Alameda
357,2021-01-23,72626.0,Alameda
358,2021-01-24,72867.0,Alameda
359,2021-01-25,73375.0,Alameda
360,2021-01-26,73804.0,Alameda
361,2021-01-27,74182.0,Alameda
362,2021-01-28,74608.0,Alameda
363,2021-01-29,75042.0,Alameda
364,2021-01-30,75319.0,Alameda
365,2021-01-31,75523.0,Alameda
366,2021-02-01,75951.0,Alameda
367,2021-02-02,76306.0,Alameda
368,2021-02-03,76650.0,Alameda
369,2021-02-04,76984.0,Alameda
370,2021-02-05,77269.0,Alameda
371,2021-02-06,77495.0,Alameda
372,2021-02-07,77653.0,Alameda
373,2021-02-08,77958.0,Alameda
374,2021-02-09,78224.0,Alameda
375,2021-02-10,78489.0,Alameda
376,2021-02-11,78693.0,Alameda
377,2021-02-12,78921.0,Alameda
378,2021-02-13,79056.0,Alameda
379,2021-02-14,79173.0,Alameda
380,2021-02-15,79329.0,Alameda
381,2021-02-16,79528.0,Alameda
382,2021-02-17,79702.0,Alameda
383,2021-02-18,79863.0,Alameda
384,2021-02-19,80011.0,Alameda
385,2021-02-20,80118.0,Alameda
386,2021-02-21,80211.0,Alameda
387,2021-02-22,80409.0,Alameda
388,2021-02-23,80560.0,Alameda
389,2021-02-24,80699.0,Alameda
390,2021-02-25,80821.0,Alameda
391,2021-02-26,80942.0,Alameda
392,2021-02-27,81038.0,Alameda
393,2021-02-28,81112.0,Alameda
394,2021-03-01,81235.0,Alameda
395,2021-03-02,81361.0,Alameda
396,2021-03-03,81479.0,Alameda
397,2021-03-04,81599.0,Alameda
398,2021-03-05,81711.0,Alameda
399,2021-03-06,81798.0,Alameda
400,2021-03-07,81852.0,Alameda
401,2021-03-08,81971.0,Alameda
402,2021-03-09,82085.0,Alameda
403,2021-03-10,82170.0,Alameda
404,2021-03-11,82278.0,Alameda
405,2021-03-12,82371.0,Alameda
406,2021-03-13,82450.0,Alameda
407,2021-03-14,82510.0,Alameda
408,2021-03-15,82596.0,Alameda
409,2021-03-16,82684.0,Alameda
410,2021-03-17,82799.0,Alameda
411,2021-03-18,82875.0,Alameda
412,2021-03-19,82959.0,Alameda
413,2021-03-20,83032.0,Alameda
414,2021-03-21,83101.0,Alameda
415,2021-03-22,83189.0,Alameda
416,2021-03-23,83281.0,Alameda
417,2021-03-24,83384.0,Alameda
418,2021-03-25,83479.0,Alameda
419,2021-03-26,83577.0,Alameda
420,2021-03-27,83639.0,Alameda
421,2021-03-28,83711.0,Alameda
422,2021-03-29,83833.0,Alameda
423,2021-03-30,83936.0,Alameda
424,2021-03-31,84036.0,Alameda
425,2021-04-01,84118.0,Alameda
426,2021-04-02,84201.0,Alameda
427,2021-04-03,84274.0,Alameda
428,2021-04-04,84342.0,Alameda
429,2021-04-05,84460.0,Alameda
430,2021-04-06,84578.0,Alameda
431,2021-04-07,84690.0,Alameda
432,2021-04-08,84773.0,Alameda
433,2021-04-09,84875.0,Alameda
434,2021-04-10,84947.0,Alameda
435,2021-04-11,85012.0,Alameda
436,2021-04-12,85149.0,Alameda
437,2021-04-13,85251.0,Alameda
438,2021-04-14,85357.0,Alameda
439,2021-04-15,85455.0,Alameda
440,2021-04-16,85561.0,Alameda
441,2021-04-17,85641.0,Alameda
442,2021-04-18,85714.0,Alameda
443,2021-04-19,85828.0,Alameda
444,2021-04-20,85950.0,Alameda
445,2021-04-21,86043.0,Alameda
446,2021-04-22,86124.0,Alameda
447,2021-04-23,86216.0,Alameda
448,2021-04-24,86287.0,Alameda
449,2021-04-25,86341.0,Alameda
450,2021-04-26,86447.0,Alameda
451,2021-04-27,86537.0,Alameda
452,2021-04-28,86636.0,Alameda
453,2021-04-29,86708.0,Alameda
454,2021-04-30,86773.0,Alameda
455,2021-05-01,86835.0,Alameda
456,2021-05-02,86879.0,Alameda
457,2021-05-03,86964.0,Alameda
458,2021-05-04,87042.0,Alameda
459,2021-05-05,87134.0,Alameda
460,2021-05-06,87195.0,Alameda
461,2021-05-07,87273.0,Alameda
462,2021-05-08,87324.0,Alameda
463,2021-05-09,87366.0,Alameda
464,2021-05-10,87437.0,Alameda
465,2021-05-11,87508.0,Alameda
466,2021-05-12,87572.0,Alameda
467,2021-05-13,87606.0,Alameda
468,2021-05-14,87651.0,Alameda
469,2021-05-15,87685.0,Alameda
470,2021-05-16,87711.0,Alameda
471,2021-05-17,87775.0,Alameda
472,2021-05-18,87827.0,Alameda
473,2021-05-19,87900.0,Alameda
474,2021-05-20,87941.0,Alameda
475,2021-05-21,87988.0,Alameda
476,2021-05-22,88015.0,Alameda
477,2021-05-23,88040.0,Alameda
478,2021-05-24,88111.0,Alameda
479,2021-05-25,88173.0,Alameda
480,2021-05-26,88202.0,Alameda
481,2021-05-27,88231.0,Alameda
482,2021-05-28,88267.0,Alameda
483,2021-05-29,88291.0,Alameda
484,2021-05-30,88314.0,Alameda
485,2021-05-31,88339.0,Alameda
486,2021-06-01,88376.0,Alameda
487,2021-06-02,88409.0,Alameda
488,2021-06-03,88454.0,Alameda
489,2021-06-04,88492.0,Alameda
490,2021-06-05,88519.0,Alameda
491,2021-06-06,88550.0,Alameda
492,2021-06-07,88589.0,Alameda
493,2021-06-08,88647.0,Alameda
494,2021-06-09,88695.0,Alameda
495,2021-06-10,88741.0,Alameda
496,2021-06-11,88787.0,Alameda
497,2021-06-12,88815.0,Alameda
498,2021-06-13,88844.0,Alameda
499,2021-06-14,88900.0,Alameda
500,2021-06-15,88950.0,Alameda
501,2021-06-16,88992.0,Alameda
502,2021-06-17,89043.0,Alameda
503,2021-06-18,89089.0,Alameda
504,2021-06-19,89126.0,Alameda
505,2021-06-20,89159.0,Alameda
506,2021-06-21,89222.0,Alameda
507,2021-06-22,89282.0,Alameda
508,2021-06-23,89350.0,Alameda
509,2021-06-24,89422.0,Alameda
510,2021-06-25,89493.0,Alameda
511,2021-06-26,89559.0,Alameda
512,2021-06-27,89617.0,Alameda
513,2021-06-28,89703.0,Alameda
514,2021-06-29,89795.0,Alameda
515,2021-06-30,89899.0,Alameda
516,2021-07-01,89984.0,Alameda
517,2021-07-02,90088.0,Alameda
518,2021-07-03,90170.0,Alameda
519,2021-07-04,90254.0,Alameda
520,2021-07-05,90421.0,Alameda
521,2021-07-06,90597.0,Alameda
522,2021-07-07,90792.0,Alameda
523,2021-07-08,90976.0,Alameda
524,2021-07-09,91186.0,Alameda
525,2021-07-10,91338.0,Alameda
526,2021-07-11,91488.0,Alameda
527,2021-07-12,91816.0,Alameda
528,2021-07-13,92072.0,Alameda
529,2021-07-14,92340.0,Alameda
530,2021-07-15,92600.0,Alameda
531,2021-07-16,92896.0,Alameda
532,2021-07-17,93130.0,Alameda
533,2021-07-18,93352.0,Alameda
534,2021-07-19,93703.0,Alameda
535,2021-07-20,94073.0,Alameda
536,2021-07-21,94451.0,Alameda
537,2021-07-22,94779.0,Alameda
538,2021-07-23,95142.0,Alameda
539,2021-07-24,95396.0,Alameda
540,2021-07-25,95673.0,Alameda
541,2021-07-26,96161.0,Alameda
542,2021-07-27,96613.0,Alameda
543,2021-07-28,97019.0,Alameda
544,2021-07-29,97481.0,Alameda
545,2021-07-30,97907.0,Alameda
546,2021-07-31,98239.0,Alameda
547,2021-08-01,98559.0,Alameda
548,2021-08-02,99095.0,Alameda
549,2021-08-03,99654.0,Alameda
550,2021-08-04,100113.0,Alameda
551,2021-08-05,100618.0,Alameda
552,2021-08-06,101109.0,Alameda
553,2021-08-07,101440.0,Alameda
554,2021-08-08,101690.0,Alameda
555,2021-08-09,102246.0,Alameda
556,2021-08-10,102807.0,Alameda
557,2021-08-11,103294.0,Alameda
558,2021-08-12,103825.0,Alameda
559,2021-08-13,104325.0,Alameda
560,2021-08-14,104624.0,Alameda
561,2021-08-15,104844.0,Alameda
562,2021-08-16,105337.0,Alameda
563,2021-08-17,105837.0,Alameda
564,2021-08-18,106253.0,Alameda
565,2021-08-19,106662.0,Alameda
566,2021-08-20,107113.0,Alameda
567,2021-08-21,107356.0,Alameda
568,2021-08-22,107556.0,Alameda
569,2021-08-23,108003.0,Alameda
570,2021-08-24,108399.0,Alameda
571,2021-08-25,108731.0,Alameda
572,2021-08-26,109060.0,Alameda
573,2021-08-27,109338.0,Alameda
574,2021-08-28,109549.0,Alameda
575,2021-08-29,109714.0,Alameda
576,2021-08-30,110053.0,Alameda
577,2021-08-31,110380.0,Alameda
578,2021-09-01,110682.0,Alameda
579,2021-09-02,110951.0,Alameda
580,2021-09-03,111205.0,Alameda
581,2021-09-04,111348.0,Alameda
582,2021-09-05,111472.0,Alameda
583,2021-09-06,111662.0,Alameda
584,2021-09-07,111971.0,Alameda
585,2021-09-08,112273.0,Alameda
586,2021-09-09,112527.0,Alameda
587,2021-09-10,112742.0,Alameda
588,2021-09-11,112932.0,Alameda
589,2021-09-12,113058.0,Alameda
590,2021-09-13,113320.0,Alameda
591,2021-09-14,113537.0,Alameda
592,2021-09-15,113744.0,Alameda
593,2021-09-16,113915.0,Alameda
594,2021-09-17,114092.0,Alameda
595,2021-09-18,114212.0,Alameda
596,2021-09-19,114310.0,Alameda
597,2021-09-20,114517.0,Alameda
598,2021-09-21,114697.0,Alameda
599,2021-09-22,114846.0,Alameda
600,2021-09-23,115001.0,Alameda
601,2021-09-24,115155.0,Alameda
602,2021-09-25,115258.0,Alameda
603,2021-09-26,115333.0,Alameda
604,2021-09-27,115529.0,Alameda
605,2021-09-28,115715.0,Alameda
606,2021-09-29,115873.0,Alameda
607,2021-09-30,116017.0,Alameda
608,2021-10-01,116158.0,Alameda
609,2021-10-02,116229.0,Alameda
610,2021-10-03,116332.0,Alameda
611,2021-10-04,116472.0,Alameda
612,2021-10-05,116629.0,Alameda
613,2021-10-06,116769.0,Alameda
614,2021-10-07,116903.0,Alameda
615,2021-10-08,117019.0,Alameda
616,2021-10-09,117101.0,Alameda
617,2021-10-10,117195.0,Alameda
618,2021-10-11,117314.0,Alameda
619,2021-10-12,117451.0,Alameda
620,2021-10-13,117552.0,Alameda
621,2021-10-14,117652.0,Alameda
622,2021-10-15,117758.0,Alameda
623,2021-10-16,117829.0,Alameda
624,2021-10-17,117916.0,Alameda
625,2021-10-18,118063.0,Alameda
626,2021-10-19,118197.0,Alameda
627,2021-10-20,118308.0,Alameda
628,2021-10-21,118427.0,Alameda
629,2021-10-22,118541.0,Alameda
630,2021-10-23,118626.0,Alameda
631,2021-10-24,118714.0,Alameda
632,2021-10-25,118844.0,Alameda
633,2021-10-26,118988.0,Alameda
634,2021-10-27,119121.0,Alameda
635,2021-10-28,119239.0,Alameda
636,2021-10-29,119361.0,Alameda
637,2021-10-30,119437.0,Alameda
638,2021-10-31,119494.0,Alameda
639,2021-11-01,119632.0,Alameda
640,2021-11-02,119765.0,Alameda
641,2021-11-03,119902.0,Alameda
642,2021-11-04,120038.0,Alameda
643,2021-11-05,120151.0,Alameda
644,2021-11-06,120230.0,Alameda
645,2021-11-07,120288.0,Alameda
646,2021-11-08,120441.0,Alameda
647,2021-11-09,120580.0,Alameda
648,2021-11-10,120716.0,Alameda
649,2021-11-11,120824.0,Alameda
650,2021-11-12,120939.0,Alameda
651,2021-11-13,121020.0,Alameda
652,2021-11-14,121089.0,Alameda
653,2021-11-15,121257.0,Alameda
654,2021-11-16,121410.0,Alameda
655,2021-11-17,121516.0,Alameda
656,2021-11-18,121632.0,Alameda
657,2021-11-19,121751.0,Alameda
658,2021-11-20,121822.0,Alameda
659,2021-11-21,121912.0,Alameda
660,2021-11-22,122032.0,Alameda
661,2021-11-23,122143.0,Alameda
662,2021-11-24,122252.0,Alameda
663,2021-11-25,122316.0,Alameda
664,2021-11-26,122422.0,Alameda
665,2021-11-27,122525.0,Alameda
666,2021-11-28,122618.0,Alameda
667,2021-11-29,122826.0,Alameda
668,2021-11-30,122978.0,Alameda
669,2021-12-01,123140.0,Alameda
670,2021-12-02,123284.0,Alameda
671,2021-12-03,123428.0,Alameda
672,2021-12-04,123515.0,Alameda
673,2021-12-05,123616.0,Alameda
674,2021-12-06,123785.0,Alameda
675,2021-12-07,123932.0,Alameda
676,2021-12-08,124101.0,Alameda
677,2021-12-09,124245.0,Alameda
678,2021-12-10,124371.0,Alameda
679,2021-12-11,124476.0,Alameda
680,2021-12-12,124589.0,Alameda
681,2021-12-13,124834.0,Alameda
682,2021-12-14,125074.0,Alameda
683,2021-12-15,125327.0,Alameda
684,2021-12-16,125573.0,Alameda
685,2021-12-17,125809.0,Alameda
686,2021-12-18,125974.0,Alameda
687,2021-12-19,126107.0,Alameda
688,2021-12-20,126688.0,Alameda
689,2021-12-21,127120.0,Alameda
690,2021-12-22,127214.0,Alameda
691,2021-12-23,127214.0,Alameda
692,,127223.0,Alameda
693,2020-02-01,0.0,Alpine
694,2020-02-02,0.0,Alpine
695,2020-02-03,0.0,Alpine
696,2020-02-04,0.0,Alpine
697,2020-02-05,0.0,Alpine
698,2020-02-06,0.0,Alpine
699,2020-02-07,0.0,Alpine
700,2020-02-08,0.0,Alpine
701,2020-02-09,0.0,Alpine
702,2020-02-10,0.0,Alpine
703,2020-02-11,0.0,Alpine
704,2020-02-12,0.0,Alpine
705,2020-02-13,0.0,Alpine
706,2020-02-14,0.0,Alpine
707,2020-02-15,0.0,Alpine
708,2020-02-16,0.0,Alpine
709,2020-02-17,0.0,Alpine
710,2020-02-18,0.0,Alpine
711,2020-02-19,0.0,Alpine
712,2020-02-20,0.0,Alpine
713,2020-02-21,0.0,Alpine
714,2020-02-22,0.0,Alpine
715,2020-02-23,0.0,Alpine
716,2020-02-24,0.0,Alpine
717,2020-02-25,0.0,Alpine
718,2020-02-26,0.0,Alpine
719,2020-02-27,0.0,Alpine
720,2020-02-28,0.0,Alpine
721,2020-02-29,0.0,Alpine
722,2020-03-01,0.0,Alpine
723,2020-03-02,0.0,Alpine
724,2020-03-03,0.0,Alpine
725,2020-03-04,0.0,Alpine
726,2020-03-05,0.0,Alpine
727,2020-03-06,0.0,Alpine
728,2020-03-07,0.0,Alpine
729,2020-03-08,0.0,Alpine
730,2020-03-09,0.0,Alpine
731,2020-03-10,0.0,Alpine
732,2020-03-11,0.0,Alpine
733,2020-03-12,0.0,Alpine
734,2020-03-13,0.0,Alpine
735,2020-03-14,0.0,Alpine
736,2020-03-15,0.0,Alpine
737,2020-03-16,0.0,Alpine
738,2020-03-17,0.0,Alpine
739,2020-03-18,1.0,Alpine
740,2020-03-19,1.0,Alpine
741,2020-03-20,1.0,Alpine
